trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruction.started,Instruction.stopped,Intro_resp.keys,Intro_resp.rt,Intro_resp.started,Intro_resp.stopped,Trial_Instruction.started,Trial_Instruction.stopped,DeckA.started,DeckA.stopped,DeckB.started,DeckB.stopped,DeckC.started,DeckC.stopped,DeckD.started,DeckD.stopped,border.started,border.stopped,Trial_click.x,Trial_click.y,Trial_click.leftButton,Trial_click.midButton,Trial_click.rightButton,Trial_click.time,Trial_click.clicked_name,Trial_click.started,Trial_click.stopped,totMoney.started,totMoney.stopped,Nchoice.started,Nchoice.stopped,gain_result.routineEndVal,remained_money.routineEndVal,participant,session,date,expName,psychopyVersion,frameRate,
,,,,5.487563624999893,None,space,0.26672400000097696,5.487563624999893,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
0,0,0,0,,,,,,,5.799580999999307,None,5.799580999999307,None,5.799580999999307,None,5.799580999999307,None,5.799580999999307,None,5.799580999999307,None,-0.20666666666666667,0.07555555555555556,1,0,0,2.7770478329985053,DeckB,0.009850370497588301,None,5.799580999999307,None,5.799580999999307,None,100,2100,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
1,0,1,0,,,,,,,8.562429541998426,None,8.562429541998426,None,8.562429541998426,None,8.562429541998426,None,8.562429541998426,None,8.562429541998426,None,-0.20666666666666667,0.07555555555555556,1,0,0,0.15460462500050198,DeckB,0.0036501205031527206,None,8.562429541998426,None,8.562429541998426,None,-1150,950,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
2,0,2,0,,,,,,,8.725934375001088,None,8.725934375001088,None,8.725934375001088,None,8.725934375001088,None,8.725934375001088,None,8.725934375001088,None,-0.20666666666666667,0.07555555555555556,1,0,0,0.17402612500154646,DeckB,0.006552411501616007,None,8.725934375001088,None,8.725934375001088,None,100,1050,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
3,0,3,0,,,,,,,8.909030416998576,None,8.909030416998576,None,8.909030416998576,None,8.909030416998576,None,8.909030416998576,None,8.909030416998576,None,-0.20666666666666667,0.07555555555555556,1,0,0,0.1571889580009156,DeckB,0.00755595450027613,None,8.909030416998576,None,8.909030416998576,None,100,1150,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
4,0,4,0,,,,,,,9.073995582999487,None,9.073995582999487,None,9.073995582999487,None,9.073995582999487,None,9.073995582999487,None,9.073995582999487,None,-0.20666666666666667,0.07555555555555556,1,0,0,0.17600345900063985,DeckB,0.008477828501781914,None,9.073995582999487,None,9.073995582999487,None,100,1250,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
5,0,5,0,,,,,,,9.258208791998186,None,9.258208791998186,None,9.258208791998186,None,9.258208791998186,None,9.258208791998186,None,9.258208791998186,None,-0.20666666666666667,0.07555555555555556,1,0,0,0.15937404099895502,DeckB,0.008086620502581354,None,9.258208791998186,None,9.258208791998186,None,100,1350,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
6,0,6,0,,,,,,,9.425917624997965,None,9.425917624997965,None,9.425917624997965,None,9.425917624997965,None,9.425917624997965,None,9.425917624997965,None,-0.20666666666666667,0.07555555555555556,1,0,0,0.17402483300247695,DeckB,0.006944912500330247,None,9.425917624997965,None,9.425917624997965,None,100,1450,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
7,0,7,0,,,,,,,9.608562707999226,None,9.608562707999226,None,9.608562707999226,None,9.608562707999226,None,9.608562707999226,None,9.608562707999226,None,-0.20666666666666667,0.07555555555555556,1,0,0,0.1754615419995389,DeckB,0.007763828500173986,None,9.608562707999226,None,9.608562707999226,None,100,1550,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
8,0,8,0,,,,,,,9.791711124998983,None,9.791711124998983,None,9.791711124998983,None,9.791711124998983,None,9.791711124998983,None,9.791711124998983,None,-0.20666666666666667,0.07555555555555556,1,0,0,0.1754935419994581,DeckB,0.0078076204990793485,None,9.791711124998983,None,9.791711124998983,None,100,1650,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
9,0,9,0,,,,,,,9.975669667001057,None,9.975669667001057,None,9.975669667001057,None,9.975669667001057,None,9.975669667001057,None,9.975669667001057,None,-0.20666666666666667,0.07555555555555556,1,0,0,0.1249317500005418,DeckB,0.007404954500088934,None,9.975669667001057,None,9.975669667001057,None,100,1750,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
10,0,10,0,,,,,,,10.108769624999695,None,10.108769624999695,None,10.108769624999695,None,10.108769624999695,None,10.108769624999695,None,10.108769624999695,None,-0.5844444444444444,0.006666666666666667,1,0,0,0.7260600839981635,DeckA,0.007584912502352381,None,10.108769624999695,None,10.108769624999695,None,0,1750,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
11,0,11,0,,,,,,,10.842396583000664,None,10.842396583000664,None,10.842396583000664,None,10.842396583000664,None,10.842396583000664,None,10.842396583000664,None,-0.5844444444444444,0.006666666666666667,1,0,0,0.17447974999959115,DeckA,0.007306287498067832,None,10.842396583000664,None,10.842396583000664,None,0,1750,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
12,0,12,0,,,,,,,11.023800667000614,None,11.023800667000614,None,11.023800667000614,None,11.023800667000614,None,11.023800667000614,None,11.023800667000614,None,-0.5844444444444444,0.006666666666666667,1,0,0,0.14471224999942933,DeckA,0.009613996502594091,None,11.023800667000614,None,11.023800667000614,None,0,1750,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
13,0,13,0,,,,,,,11.173788749998494,None,11.173788749998494,None,11.173788749998494,None,11.173788749998494,None,11.173788749998494,None,11.173788749998494,None,-0.5844444444444444,0.006666666666666667,1,0,0,0.1765242080000462,DeckA,0.009530911502224626,None,11.173788749998494,None,11.173788749998494,None,0,1750,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
14,0,14,0,,,,,,,11.358200374997978,None,11.358200374997978,None,11.358200374997978,None,11.358200374997978,None,11.358200374997978,None,11.358200374997978,None,-0.5844444444444444,0.006666666666666667,1,0,0,0.17680579099760507,DeckA,0.008593454498623032,None,11.358200374997978,None,11.358200374997978,None,50,1800,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
15,0,15,0,,,,,,,11.54248404199825,None,11.54248404199825,None,11.54248404199825,None,11.54248404199825,None,11.54248404199825,None,11.54248404199825,None,-0.5844444444444444,0.006666666666666667,1,0,0,0.15752587499810033,DeckA,0.007110579499567393,None,11.54248404199825,None,11.54248404199825,None,50,1850,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
16,0,16,0,,,,,,,11.707902957998158,None,11.707902957998158,None,11.707902957998158,None,11.707902957998158,None,11.707902957998158,None,11.707902957998158,None,-0.5844444444444444,0.006666666666666667,1,0,0,0.17630983399794786,DeckA,0.008071537500654813,None,11.707902957998158,None,11.707902957998158,None,50,1900,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
17,0,17,0,,,,,,,11.891604458000074,None,11.891604458000074,None,11.891604458000074,None,11.891604458000074,None,11.891604458000074,None,11.891604458000074,None,-0.5844444444444444,0.006666666666666667,1,0,0,0.17545170800076448,DeckA,0.00813070450021769,None,11.891604458000074,None,11.891604458000074,None,50,1950,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
18,0,18,0,,,,,,,12.075005333001172,None,12.075005333001172,None,12.075005333001172,None,12.075005333001172,None,12.075005333001172,None,12.075005333001172,None,-0.5844444444444444,0.006666666666666667,1,0,0,0.15902516599817318,DeckA,0.00783133050208562,None,12.075005333001172,None,12.075005333001172,None,50,2000,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
19,0,19,0,,,,,,,12.24118154199823,None,12.24118154199823,None,12.24118154199823,None,12.24118154199823,None,12.24118154199823,None,12.24118154199823,None,-0.5844444444444444,0.006666666666666667,1,0,0,0.1590089170022111,DeckA,0.00806474650016753,None,12.24118154199823,None,12.24118154199823,None,0,2000,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
20,0,20,0,,,,,,,12.407828708001034,None,12.407828708001034,None,12.407828708001034,None,12.407828708001034,None,12.407828708001034,None,12.407828708001034,None,0.1688888888888889,-0.03111111111111111,1,0,0,0.9098465000024589,DeckC,0.008101329502096632,None,12.407828708001034,None,12.407828708001034,None,50,2050,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
21,0,21,0,,,,,,,13.325988000000507,None,13.325988000000507,None,13.325988000000507,None,13.325988000000507,None,13.325988000000507,None,13.325988000000507,None,0.1688888888888889,-0.03111111111111111,1,0,0,0.19146954100142466,DeckC,0.007120203499653144,None,13.325988000000507,None,13.325988000000507,None,50,2100,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
22,0,22,0,,,,,,,13.524870417000784,None,13.524870417000784,None,13.524870417000784,None,13.524870417000784,None,13.524870417000784,None,13.524870417000784,None,0.1688888888888889,-0.03111111111111111,1,0,0,0.14299587499772315,DeckC,0.00816812150151236,None,13.524870417000784,None,13.524870417000784,None,50,2150,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
23,0,23,0,,,,,,,13.675432542000635,None,13.675432542000635,None,13.675432542000635,None,13.675432542000635,None,13.675432542000635,None,13.675432542000635,None,0.1688888888888889,-0.03111111111111111,1,0,0,0.15833170900077675,DeckC,0.0076741625016438775,None,13.675432542000635,None,13.675432542000635,None,50,2200,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
24,0,24,0,,,,,,,13.84136454200052,None,13.84136454200052,None,13.84136454200052,None,13.84136454200052,None,13.84136454200052,None,13.84136454200052,None,0.1688888888888889,-0.03111111111111111,1,0,0,0.1762227500003064,DeckC,0.008368328504730016,None,13.84136454200052,None,13.84136454200052,None,50,2250,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
25,0,25,0,,,,,,,14.025788082999497,None,14.025788082999497,None,14.025788082999497,None,14.025788082999497,None,14.025788082999497,None,14.025788082999497,None,0.1688888888888889,-0.03111111111111111,1,0,0,0.1760995830009051,DeckC,0.007415787498757709,None,14.025788082999497,None,14.025788082999497,None,50,2300,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
26,0,26,0,,,,,,,14.209205457998905,None,14.209205457998905,None,14.209205457998905,None,14.209205457998905,None,14.209205457998905,None,14.209205457998905,None,0.1688888888888889,-0.03111111111111111,1,0,0,0.15792770800180733,DeckC,0.008040829503443092,None,14.209205457998905,None,14.209205457998905,None,-200,2100,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
27,0,27,0,,,,,,,14.374673416998121,None,14.374673416998121,None,14.374673416998121,None,14.374673416998121,None,14.374673416998121,None,14.374673416998121,None,0.1688888888888889,-0.03111111111111111,1,0,0,0.19219804200110957,DeckC,0.00812116250017425,None,14.374673416998121,None,14.374673416998121,None,50,2150,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
28,0,28,0,,,,,,,14.574595041998691,None,14.574595041998691,None,14.574595041998691,None,14.574595041998691,None,14.574595041998691,None,14.574595041998691,None,0.1688888888888889,-0.03111111111111111,1,0,0,0.1592328330007149,DeckC,0.00807403650469496,None,14.574595041998691,None,14.574595041998691,None,50,2200,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
29,0,29,0,,,,,,,14.741563167001004,None,14.741563167001004,None,14.741563167001004,None,14.741563167001004,None,14.741563167001004,None,14.741563167001004,None,0.1688888888888889,-0.03111111111111111,1,0,0,0.15999483300038264,DeckC,0.008232412499637576,None,14.741563167001004,None,14.741563167001004,None,50,2250,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
30,0,30,0,,,,,,,14.908976916998654,None,14.908976916998654,None,14.908976916998654,None,14.908976916998654,None,14.908976916998654,None,14.908976916998654,None,0.5066666666666667,-0.015555555555555555,1,0,0,0.7742682080024679,DeckD,0.008084495500952471,None,14.908976916998654,None,14.908976916998654,None,-150,2100,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
31,0,31,0,,,,,,,15.691100374999223,None,15.691100374999223,None,15.691100374999223,None,15.691100374999223,None,15.691100374999223,None,15.691100374999223,None,0.5066666666666667,-0.015555555555555555,1,0,0,0.1594453750003595,DeckD,0.00836282849923009,None,15.691100374999223,None,15.691100374999223,None,-150,1950,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
32,0,32,0,,,,,,,15.858252750000247,None,15.858252750000247,None,15.858252750000247,None,15.858252750000247,None,15.858252750000247,None,15.858252750000247,None,0.5066666666666667,-0.015555555555555555,1,0,0,0.1754392500006361,DeckD,0.008046163500694092,None,15.858252750000247,None,15.858252750000247,None,100,2050,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
33,0,33,0,,,,,,,16.04185166699972,None,16.04185166699972,None,16.04185166699972,None,16.04185166699972,None,16.04185166699972,None,16.04185166699972,None,0.5066666666666667,-0.015555555555555555,1,0,0,0.17585949999920558,DeckD,0.008161412501067389,None,16.04185166699972,None,16.04185166699972,None,-150,1900,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
34,0,34,0,,,,,,,16.226027749999048,None,16.226027749999048,None,16.226027749999048,None,16.226027749999048,None,16.226027749999048,None,16.226027749999048,None,0.5066666666666667,-0.015555555555555555,1,0,0,0.17477512500045123,DeckD,0.007270829501067055,None,16.226027749999048,None,16.226027749999048,None,100,2000,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
35,0,35,0,,,,,,,16.40767033299926,None,16.40767033299926,None,16.40767033299926,None,16.40767033299926,None,16.40767033299926,None,16.40767033299926,None,0.5066666666666667,-0.015555555555555555,1,0,0,0.159535708000476,DeckD,0.008178704498277511,None,16.40767033299926,None,16.40767033299926,None,-150,1850,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
36,0,36,0,,,,,,,16.575196666999545,None,16.575196666999545,None,16.575196666999545,None,16.575196666999545,None,16.575196666999545,None,16.575196666999545,None,0.5066666666666667,-0.015555555555555555,1,0,0,0.1582996249999269,DeckD,0.007854454499465646,None,16.575196666999545,None,16.575196666999545,None,100,1950,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
37,0,37,0,,,,,,,16.74151383299977,None,16.74151383299977,None,16.74151383299977,None,16.74151383299977,None,16.74151383299977,None,16.74151383299977,None,0.5066666666666667,-0.015555555555555555,1,0,0,0.15948908300197218,DeckD,0.008264245498139644,None,16.74151383299977,None,16.74151383299977,None,100,2050,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
38,0,38,0,,,,,,,16.907913874998485,None,16.907913874998485,None,16.907913874998485,None,16.907913874998485,None,16.907913874998485,None,16.907913874998485,None,0.5066666666666667,-0.015555555555555555,1,0,0,0.17558104199997615,DeckD,0.008223286502470728,None,16.907913874998485,None,16.907913874998485,None,-150,1900,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
39,0,39,0,,,,,,,17.09138712499771,None,17.09138712499771,None,17.09138712499771,None,17.09138712499771,None,17.09138712499771,None,17.09138712499771,None,0.5066666666666667,-0.015555555555555555,1,0,0,0.3422385829981067,DeckD,0.007860494497435866,None,17.09138712499771,None,17.09138712499771,None,100,2000,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
40,0,40,0,,,,,,,17.441316125001322,None,17.441316125001322,None,17.441316125001322,None,17.441316125001322,None,17.441316125001322,None,17.441316125001322,None,0.5066666666666667,-0.015555555555555555,1,0,0,0.22638029199879384,DeckD,0.007948995498736622,None,17.441316125001322,None,17.441316125001322,None,-150,1850,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
41,0,41,0,,,,,,,17.67600908299937,None,17.67600908299937,None,17.67600908299937,None,17.67600908299937,None,17.67600908299937,None,17.67600908299937,None,0.5066666666666667,-0.015555555555555555,1,0,0,0.17411912500028848,DeckD,0.007373578500846634,None,17.67600908299937,None,17.67600908299937,None,100,1950,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
42,0,42,0,,,,,,,17.857817249998334,None,17.857817249998334,None,17.857817249998334,None,17.857817249998334,None,17.857817249998334,None,17.857817249998334,None,0.5066666666666667,-0.015555555555555555,1,0,0,0.15950854199763853,DeckD,0.008472870500554563,None,17.857817249998334,None,17.857817249998334,None,100,2050,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
43,0,43,0,,,,,,,18.02501233300063,None,18.02501233300063,None,18.02501233300063,None,18.02501233300063,None,18.02501233300063,None,18.02501233300063,None,0.5066666666666667,-0.015555555555555555,1,0,0,0.17507704099989496,DeckD,0.008274496500234818,None,18.02501233300063,None,18.02501233300063,None,100,2150,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
44,0,44,0,,,,,,,18.20784070800073,None,18.20784070800073,None,18.20784070800073,None,18.20784070800073,None,18.20784070800073,None,18.20784070800073,None,0.5066666666666667,-0.015555555555555555,1,0,0,0.15964312500000233,DeckD,0.00835770450066775,None,18.20784070800073,None,18.20784070800073,None,100,2250,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
45,0,45,0,,,,,,,18.375003832999937,None,18.375003832999937,None,18.375003832999937,None,18.375003832999937,None,18.375003832999937,None,18.375003832999937,None,0.5066666666666667,-0.015555555555555555,1,0,0,0.17596050000065588,DeckD,0.008089745500910794,None,18.375003832999937,None,18.375003832999937,None,-150,2100,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
46,0,46,0,,,,,,,18.56064624999999,None,18.56064624999999,None,18.56064624999999,None,18.56064624999999,None,18.56064624999999,None,18.56064624999999,None,0.5066666666666667,-0.015555555555555555,1,0,0,0.1753857089970552,DeckD,0.008133538500260329,None,18.56064624999999,None,18.56064624999999,None,-150,1950,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
47,0,47,0,,,,,,,18.742665541998576,None,18.742665541998576,None,18.742665541998576,None,18.742665541998576,None,18.742665541998576,None,18.742665541998576,None,0.5066666666666667,-0.015555555555555555,1,0,0,0.17482300000119722,DeckD,0.007377829500910593,None,18.742665541998576,None,18.742665541998576,None,-150,1800,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
48,0,48,0,,,,,,,18.925000457998976,None,18.925000457998976,None,18.925000457998976,None,18.925000457998976,None,18.925000457998976,None,18.925000457998976,None,0.5066666666666667,-0.015555555555555555,1,0,0,0.15928879100101767,DeckD,0.007632620501681231,None,18.925000457998976,None,18.925000457998976,None,-150,1650,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
49,0,49,0,,,,,,,19.092690000001312,None,19.092690000001312,None,19.092690000001312,None,19.092690000001312,None,19.092690000001312,None,19.092690000001312,None,0.5066666666666667,-0.015555555555555555,1,0,0,0.15803779199995915,DeckD,0.0070098714968480635,None,19.092690000001312,None,19.092690000001312,None,100,1750,,001,2021_Jun_09_2347,new_iowaGambling_prac,2021.1.4,59.84033103740679,
